"Country","Age","Gender","Kids","Edu","Work.Status","Annual.Income","Occupation","TenureYears","TenureMonths","CommSize","MaritalStat","Sons","Daughters","Iwastealotoft","EvenafterImak","Idonâtmakedec","Idelaymakingd","Iputoffmaking","Ipaymybillson","Iampromptando","Ilayoutmyclot","Ifindmyselfru","Idonâtgetthin","Ifsomeonewere","Myfriendsandf","Igetimportant","Iamnotverygoo","0Ifindmyselfr","1Ischeduledoc","2Iammorepunct","3Idoroutinema","4WhenIhavetob","5Puttingthing","Ioftenfindmys","Ioftenmisscon","Whenplanninga","Whenitistimet","Alettermaysit","Igenerallyret","Evenjobsthatr","Iusuallymaked","Igenerallydel","0Whentravelin","1Whenpreparin","2Inpreparatio","3Ifabillforas","4Iusuallyretu","5Ioftenhaveat","6Ialwaysseemt","7Iusuallybuye","8Iusuallyacco","9Iamcontinual","0Iusuallytake","Inmostwaysmyl","Theconditions","Iamsatisfiedw","SofarIhavegot","IfIcouldlivem","YouConsider","OtheConsider","DPMean","AIPMean","GPMean","SWLSPMean","2016_Est_HDI","HDI_Category"
"Canada",67.5,"Male","Yes Kids","ma","retired",67500,"retired",1,0,"Large-City","Married",2,2,2,2,3,2,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,3,3,2,3,2,"no","no",2,1.3,1.4,2.6,0.92,"Very High"
"Canada",55,"Male","No Kids","deg","full-time",150000,"Geologist",23,0,"Small City","Separated",2,0,4,4,4,4,4,3,1,3,3,3,4,3,3,3,4,2,2,3,3,4,4,2,3,2,3,2,4,4,4,3,3,4,2,3,4,4,3,3,4,4,3,4,2,3,2,"yes","yes",4,2.9,3.2,2.8,0.92,"Very High"
"Canada",45,"Male","Yes Kids","deg","part-time",25000,"Instructional Assistant Online",3,0,"Medium-Sized","Married",NA,1,3,2,4,4,4,3,2,2,5,4,4,5,3,5,5,4,4,3,4,5,5,4,2,5,4,3,4,4,4,2,4,4,3,3,3,5,5,4,4,3,1,1,2,3,1,"yes","yes",3.4,3.9,3.8,1.6,0.92,"Very High"
"Canada",32.5,"Female","No Kids","dip","full-time",35000,"Systems Analyst",1,0,"Large-City","Single",2,0,4,4,4,3,4,2,4,3,5,4,4,5,4,4,5,3,5,3,5,5,4,2,2,5,5,3,4,4,4,5,4,5,3,4,5,3,2,4,4,5,1,3,2,2,1,"yes","yes",3.8,4.1,3.8,1.8,0.92,"Very High"
"Canada",16.5,"Female","No Kids","high","full-time",10000,"Server",0,5,"Village","Single",2,0,3,4,4,3,3,1,2,5,4,4,5,4,5,5,1,1,5,3,1,1,4,1,2,2,3,2,4,4,4,1,2,4,1,3,4,4,4,5,5,5,1,3,1,1,1,"yes","yes",3.4,3.1,3.2,1.4,0.92,"Very High"
"Canada",20,"Female","No Kids","ltuni","student",10000,NA,2,9,"Large Town","Single",2,0,5,5,5,5,5,5,4,5,5,5,4,3,5,4,5,3,5,4,4,2,4,2,3,5,5,3,5,5,5,3,3,5,1,5,5,4,4,5,5,5,1,1,1,1,1,"yes","yes",5,4.2,4.1,1,0.92,"Very High"
"Canada",45,"Male","No Kids","ma","part-time",67500,"attorney",17,0,"Large-City","Married",2,0,2,3,2,2,2,2,2,3,3,3,2,3,4,3,3,2,3,3,2,2,3,2,2,2,2,2,3,4,3,3,2,3,2,2,4,3,2,3,3,3,3,4,4,4,3,"yes","yes",2.2,2.7,2.6,3.6,0.92,"Very High"
"Canada",19,"Female","No Kids","ltuni","student",15000,NA,2,0,"Large-City","Single",2,0,2,2,2,1,1,1,1,2,4,1,2,4,4,4,3,1,2,2,3,2,3,1,2,5,5,3,5,4,5,1,1,4,1,1,5,4,4,3,3,4,4,5,4,5,5,"yes","yes",1.6,2.4,3.2,4.6,0.92,"Very High"
"Canada",45,"Male","Yes Kids","deg","unemployed",10000,"Unemployed",10,0,"Large Town","Married",NA,1,5,5,5,4,4,2,1,5,4,4,2,2,4,4,4,4,2,2,2,4,4,1,3,4,5,1,4,5,1,1,2,4,5,4,4,2,2,5,1,5,4,4,3,2,2,"yes","yes",4.6,3.1,3.1,3,0.92,"Very High"
"Canada",37.5,"Female","Yes Kids","ma","part-time",15000,"Computer Instructor (Continuing Educatio",17,0,"Medium-Sized","Married",2,1,4,4,5,5,4,1,5,4,5,4,3,5,4,4,5,4,5,4,5,3,4,3,1,2,3,5,4,5,4,3,5,3,2,3,5,4,3,5,3,4,1,5,2,4,1,"yes","yes",4.4,4.1,3.5,2.6,0.92,"Very High"
"Canada",24,"Male","No Kids","deg","student",10000,NA,17,0,"Large-City","Single",2,0,4,5,5,4,4,1,1,1,5,4,5,5,3,3,3,3,1,2,2,3,3,2,1,3,1,1,2,2,2,1,3,2,4,2,4,5,4,5,3,3,3,2,2,1,1,"yes","yes",4.4,2.8,2.6,1.8,0.92,"Very High"
"Canada",55,"Female","Yes Kids","ma","full-time",67500,"Counselor",17,0,"Large-City","Single",2,1,5,3,2,2,2,5,2,5,3,5,4,5,5,3,4,5,3,5,2,5,4,4,4,4,5,4,4,4,5,2,3,5,5,4,5,5,5,5,5,1,4,4,4,4,2,"yes","yes",2.8,4.1,4.2,3.6,0.92,"Very High"
"Canada",23,"Female","No Kids","deg","part-time",10000,"clerk",7,2,"Large-City","Single",2,0,2,4,2,1,1,1,5,5,5,1,5,3,4,1,3,4,5,3,5,3,3,2,1,5,2,1,3,1,4,2,1,4,1,3,4,3,2,3,2,2,2,2,2,3,5,"yes","no",2,3.5,2.5,2.8,0.92,"Very High"
"Canada",45,"Male","Yes Kids","ltuni","full-time",25000,"selfemplyed renovator",23,0,"Rural/Country","Separated",2,2,5,2,4,1,1,3,1,4,1,4,5,5,3,2,3,5,2,2,1,5,5,3,3,5,1,1,4,3,4,1,2,5,4,1,5,5,5,4,5,5,3,3,3,3,2,"yes","yes",2.6,3.1,3.5,2.8,0.92,"Very High"
"Canada",24,"Female","No Kids","ltuni","full-time",35000,"Accounting",1,0,"Medium-Sized","Married",2,0,2,3,3,3,3,1,1,1,3,2,3,2,3,3,3,1,2,1,1,2,3,1,1,1,2,3,3,2,2,1,2,3,1,1,3,2,2,2,3,3,4,4,4,4,4,"yes","no",2.8,1.9,2,4,0.92,"Very High"
"Canada",55,"Male","No Kids","deg","full-time",87500,"Systems Programmer/Analyst",2,0,"Large-City","Single",2,0,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,3,2,1,1,1,1,2,1,1,3,1,1,3,3,2,2,3,4,3,1,2,5,4,4,4,4,"no","no",1.8,1.7,1.9,4.2,0.92,"Very High"
"Canada",55,"Male","No Kids","phd","full-time",150000,NA,3,0,"Large-City","Married",2,0,2,1,1,1,1,1,1,1,3,2,1,1,2,1,3,2,1,1,1,1,3,1,1,1,5,1,1,1,1,1,3,2,1,1,1,1,1,3,1,2,4,4,4,4,4,"no","no",1.2,1.5,1.6,4,0.92,"Very High"
"Canada",55,"Female","Yes Kids","ma","full-time",87500,"engineer",28,0,"Rural/Country","Married",NA,1,3,3,5,3,3,1,2,5,5,4,5,4,5,4,4,2,5,3,5,3,3,1,3,5,3,3,4,3,4,5,5,4,3,3,5,4,4,4,3,1,3,3,3,3,1,"yes","yes",3.4,3.8,3.5,2.6,0.92,"Very High"
"Canada",28,"Male","No Kids","dip","full-time",25000,"Graphic Designer",4,0,"Large-City","Single",2,0,2,3,2,2,2,2,1,3,2,3,1,2,2,3,3,1,3,4,1,2,2,1,3,3,1,2,2,2,4,1,3,3,2,3,3,2,1,3,3,4,3,4,4,3,5,"yes","yes",2.2,2.2,2.4,3.8,0.92,"Very High"
"Canada",16.5,"Male","No Kids","lthigh","student",10000,"Grease Monkey",1,1,"Large-City","Single",2,0,4,3,2,1,1,3,1,1,3,3,4,4,4,2,4,1,1,3,1,2,3,1,1,4,4,3,4,3,4,1,3,4,3,3,4,3,2,4,4,5,4,4,4,4,4,"yes","yes",2.2,2.5,3.1,4,0.92,"Very High"
"Canada",23,"Female","No Kids","deg","student",25000,NA,1,0,"Large-City","Married",2,0,4,4,4,4,4,4,5,4,5,5,2,4,5,5,5,5,5,5,5,4,4,3,5,2,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4,3,4,4,3,4,3,"yes","yes",4,4.5,4.2,3.6,0.92,"Very High"
"Canada",32.5,"Male","No Kids","ltuni","full-time",67500,"Director of Software Company",1,7,"Large-City","Married",2,0,5,5,3,3,3,4,2,3,3,5,5,3,5,5,5,5,3,4,2,5,5,3,3,4,4,4,5,3,5,2,3,5,5,4,5,5,4,5,1,5,2,3,3,3,2,"yes","yes",3.8,3.9,4,2.6,0.92,"Very High"
"Canada",55,"Male","Yes Kids","phd","full-time",55000,"college professor",23,0,"Large-City","Married",NA,0,4,4,4,4,4,5,5,5,5,5,1,5,5,5,5,4,5,4,5,5,5,2,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,1,3,2,1,1,"yes","yes",4,4.6,4.2,1.6,0.92,"Very High"
"Canada",21,"Male","No Kids","ltuni","student",10000,NA,0,0,"Medium-Sized","Single",2,0,4,3,3,2,2,1,1,4,2,2,4,3,3,2,4,3,4,4,2,1,4,1,3,4,2,2,4,3,4,3,3,4,3,3,4,4,4,4,3,3,1,3,3,2,1,"yes","yes",2.8,2.7,3.2,2,0.92,"Very High"
"Canada",55,"Male","Yes Kids","deg","full-time",250000,"Speaker Author Consultant",17,0,"Large-City","Married",NA,2,3,3,3,2,2,3,1,4,2,2,2,2,3,2,3,3,1,4,1,3,3,2,3,2,4,4,3,4,4,1,4,3,3,2,3,3,3,2,3,4,4,5,4,3,3,"yes","no",2.6,2.4,3,3.8,0.92,"Very High"
"Canada",28,"Female","No Kids","dip","full-time",NA,NA,2,7,"","",2,0,4,3,4,3,3,1,1,1,3,2,3,2,3,2,3,3,2,2,2,1,4,1,2,4,3,4,3,4,4,1,4,3,1,4,3,4,2,4,4,3,3,3,4,3,2,"yes","",3.4,2.1,3.1,3,0.92,"Very High"
"Canada",37.5,"Male","No Kids","ltuni","full-time",67500,NA,5,10,"Large-City","Divorced",2,0,2,3,2,2,2,4,1,4,1,2,2,3,4,2,2,1,1,1,1,4,3,1,2,4,3,2,4,3,4,1,1,3,4,2,4,4,2,4,3,4,2,2,2,2,5,"yes","no",2.2,2.2,2.9,2.6,0.92,"Very High"
"Canada",55,"Male","Yes Kids","deg","full-time",150000,"engineer",30,0,"Medium-Sized","Married",2,3,3,3,3,3,3,3,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","yes",3,2.9,2.8,3,0.92,"Very High"
"Canada",55,"Male","Yes Kids","deg","full-time",250000,"Janitor",28,0,"Medium-Sized","Married",2,3,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,"yes","yes",5,3.1,3,5,0.92,"Very High"
"Canada",55,"Male","Yes Kids","deg","full-time",150000,NA,6,0,"Large-City","Separated",NA,1,3,2,2,2,1,1,2,3,2,2,4,2,3,2,2,4,2,3,2,3,3,1,2,1,1,2,2,4,3,1,5,2,1,2,3,3,2,3,2,2,4,4,4,4,4,"no","no",2,2.5,2.2,4,0.92,"Very High"
"Canada",45,"Male","No Kids","ma","full-time",150000,"vice-president",10,0,"Large-City","Married",2,0,2,4,2,2,2,3,3,5,3,3,2,4,4,2,4,3,3,4,3,3,4,3,3,4,3,2,4,3,4,3,3,4,4,2,4,4,4,4,3,4,4,5,4,5,4,"yes","yes",2.4,3.3,3.5,4.4,0.92,"Very High"
"Canada",55,"Female","No Kids","deg","full-time",87500,"Senior Human Resources Consultant",1,0,"Large-City","Divorced",2,0,4,4,3,3,3,2,2,3,3,3,3,1,2,2,5,2,2,4,3,3,3,2,2,4,4,4,3,2,4,2,2,4,4,1,3,2,3,3,4,4,3,4,4,3,3,"yes","no",3.4,2.7,3,3.4,0.92,"Very High"
"Canada",45,"Male","No Kids","deg","full-time",55000,"Software Developer",10,0,"Village","Single",2,0,3,3,3,3,3,1,1,2,2,2,3,2,2,1,3,4,2,3,2,3,3,2,3,3,3,2,3,3,3,2,4,3,2,4,2,4,3,3,4,3,3,3,2,2,3,"yes","no",3,2.2,3,2.6,0.92,"Very High"
"Canada",32.5,"Male","No Kids","ma","full-time",45000,NA,0,6,"Large-City","Married",2,0,3,5,2,5,3,4,4,4,3,5,2,3,4,2,3,4,4,4,5,5,2,2,4,4,5,4,3,4,5,3,4,5,4,4,4,5,5,4,2,4,2,2,2,2,2,"no","yes",3.6,3.7,3.8,2,0.92,"Very High"
"Canada",24,"Male","No Kids","ltuni","student",10000,NA,1,0,"Medium-Sized","Single",2,0,4,3,3,2,2,2,2,3,3,2,3,3,4,3,3,2,2,3,2,2,3,2,3,3,2,2,3,3,4,2,4,3,2,2,3,3,3,4,4,4,4,3,3,3,3,"yes","yes",2.8,2.6,3,3.2,0.92,"Very High"
"Canada",25,"Female","No Kids","deg","full-time",35000,"Communications & Publishing",1,0,"","Single",2,0,4,2,2,3,3,1,2,1,3,4,4,4,3,4,4,3,4,3,4,2,4,3,1,5,4,4,4,4,5,1,2,5,2,3,4,3,2,4,5,4,2,3,3,2,2,"yes","yes",2.8,3.1,3.5,2.4,0.92,"Very High"
"Canada",37.5,"Male","No Kids","ltuni","full-time",35000,"Artist/ designer/builder",8,0,"Medium-Sized","Single",2,0,3,4,4,3,3,4,2,5,4,4,3,4,4,4,5,5,3,4,1,5,5,4,5,5,4,5,4,5,5,5,4,4,4,4,5,5,5,3,5,3,3,2,2,1,2,"yes","yes",3.4,3.8,4.5,2,0.92,"Very High"
"Canada",55,"Male","Yes Kids","deg","full-time",87500,"Director,social Dvelopment",3,7,"Large-City","Married",NA,1,2,3,3,2,2,4,2,3,3,3,2,4,3,2,3,4,2,3,2,3,3,2,3,4,4,2,3,3,3,1,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,"yes","yes",2.4,2.9,3,4,0.92,"Very High"
"Canada",25,"Male","No Kids","deg","full-time",67500,"Attorney",0,11,"Large-City","Single",2,0,1,1,1,1,1,1,1,5,4,2,1,4,5,1,2,5,3,4,4,3,4,1,1,4,1,1,3,1,4,5,4,4,2,2,4,5,5,2,4,4,4,5,4,5,5,"yes","yes",1,3,3,4.6,0.92,"Very High"
"Canada",37.5,"Female","No Kids","phd","full-time",NA,NA,0,0,"Small City","Single",2,0,4,4,3,1,1,1,2,2,4,2,1,4,4,2,3,2,3,2,4,2,4,1,1,1,3,1,3,3,3,2,4,4,2,2,3,2,3,4,3,4,3,3,3,4,4,"yes","no",2.6,2.5,2.6,3.4,0.92,"Very High"
"Canada",67.5,"Male","Yes Kids","ma","full-time",87500,"college professor",23,0,"Small Town","Married",2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,1,1,2,1,3,2,2,1,1,3,1,1,2,2,1,2,1,1,3,4,3,4,3,"no","no",1.2,1.3,1.6,3.4,0.92,"Very High"
"Canada",45,"Male","No Kids","dip","full-time",150000,"Senior Systems Analyst",0,9,"Large-City","Married",2,0,5,5,3,3,3,2,2,2,5,4,1,3,4,4,5,4,4,1,3,4,5,2,1,5,1,3,4,4,4,5,4,5,1,2,4,3,3,5,4,2,2,5,3,3,2,"yes","yes",3.8,3.2,3.4,3,0.92,"Very High"
"Canada",55,"Male","Yes Kids","ma","part-time",67500,"Software engineer",17,0,"Large-City","Married",NA,2,2,2,3,2,3,1,1,3,4,3,2,2,3,2,3,2,3,2,2,2,4,2,3,2,3,3,3,3,4,4,2,4,4,4,3,4,3,4,4,4,2,2,4,3,3,"yes","yes",2.4,2.3,3.4,2.8,0.92,"Very High"
"Canada",22,"Female","No Kids","deg","full-time",25000,"Training Coordinator",0,3,"Large-City","Single",2,0,4,5,5,5,5,2,1,1,1,5,5,5,5,4,5,5,1,3,1,5,1,5,3,1,5,5,3,4,5,1,1,5,5,5,5,5,5,4,5,5,2,2,2,1,1,"yes","yes",4.8,3.3,3.9,1.6,0.92,"Very High"
"Canada",32.5,"Female","No Kids","ma","unemployed",45000,"Statistician",2,0,"Large-City","Married",2,0,5,5,5,2,2,1,3,3,4,4,4,4,4,2,4,3,3,3,3,2,5,5,5,4,2,3,3,4,5,5,2,4,4,4,4,4,4,4,4,5,3,4,4,3,3,"yes","yes",3.8,3.1,4,3.4,0.92,"Very High"
"Canada",21,"Male","No Kids","deg","student",10000,NA,0,0,"Medium-Sized","Single",2,0,4,4,3,3,3,3,2,3,3,3,4,4,4,3,3,3,2,4,3,3,3,3,3,3,3,3,4,3,4,4,2,4,4,3,4,4,4,3,3,4,3,4,3,3,2,"yes","yes",3.4,3.1,3.4,3,0.92,"Very High"
"Canada",20,"Female","No Kids","ltuni","student",15000,"",0,0,"Large Town","Single",2,0,5,4,3,4,4,3,4,5,4,5,1,5,4,4,4,3,3,4,4,4,3,3,3,4,4,2,4,4,5,4,4,5,4,4,5,4,5,4,5,5,2,3,3,2,3,"yes","yes",4,3.8,4,2.6,0.92,"Very High"
"Canada",20,"Female","No Kids","ltuni","student",10000,NA,0,0,"Small City","Single",2,0,5,4,5,4,4,1,3,5,5,5,5,5,3,5,5,4,4,3,4,3,4,2,1,5,3,3,3,3,4,4,5,5,3,5,5,4,4,5,5,3,1,1,1,1,1,"yes","yes",4.4,4,3.8,1,0.92,"Very High"
"Canada",23,"Male","No Kids","deg","student",NA,NA,0,0,"Medium-Sized","Single",2,0,3,3,3,3,3,3,2,2,3,3,1,3,4,3,4,5,3,4,4,4,3,4,2,5,4,1,3,3,4,1,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4,"yes","yes",3,3.2,3.2,3.8,0.92,"Very High"
"Canada",37.5,"Male","No Kids","deg","full-time",150000,"engineer",3,7,"Large-City","Single",2,0,5,3,4,3,4,2,3,3,5,5,4,4,5,5,5,3,5,1,3,4,5,3,4,5,3,4,4,5,5,5,4,4,4,3,4,4,4,5,5,5,1,1,1,1,1,"yes","yes",3.8,3.8,4.2,1,0.92,"Very High"
"Canada",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Large-City","Single",2,0,4,2,2,2,2,1,2,2,5,1,5,5,4,4,5,3,3,2,4,4,4,1,1,5,3,3,4,3,5,5,5,5,1,3,4,5,3,4,5,5,4,5,4,4,2,"yes","yes",2.4,3.3,3.7,3.8,0.92,"Very High"
"Canada",20,"Female","No Kids","ltuni","student",15000,"Server",0,9,"Large-City","Single",2,0,3,2,2,1,2,3,1,2,1,2,1,3,4,2,3,2,1,4,1,4,3,2,2,2,4,2,3,3,4,2,2,4,3,3,3,2,2,2,3,2,4,5,4,5,4,"yes","yes",2,2.3,2.6,4.4,0.92,"Very High"
"Canada",32.5,"Female","No Kids","dip","full-time",45000,"Editor",5,0,"Large-City","Married",2,0,4,3,3,2,2,2,1,1,2,1,3,2,5,1,4,5,1,3,1,1,5,1,3,5,1,4,4,2,4,1,1,4,2,2,4,2,2,4,4,4,4,4,4,4,4,"yes","yes",2.8,2.2,3,4,0.92,"Very High"
"Canada",37.5,"Male","Yes Kids","deg","full-time",87500,"Software engineer",17,0,"Small City","Married",2,2,4,4,5,3,3,3,3,5,4,5,4,4,5,5,5,5,4,5,2,5,5,3,4,4,4,3,5,4,5,2,4,5,5,4,5,5,4,5,5,5,2,2,1,1,1,"yes","yes",3.8,4.3,4.3,1.4,0.92,"Very High"
"Canada",55,"Female","No Kids","dip","full-time",NA,"Nurse",30,0,"Medium-Sized","",2,0,2,3,2,2,3,1,1,1,2,2,3,2,2,2,3,1,2,1,3,1,3,2,2,1,3,3,2,2,2,2,2,2,1,1,1,2,2,2,1,2,3,5,5,5,3,"no","no",2.4,1.8,1.9,4.2,0.92,"Very High"
"Canada",20,"Female","No Kids","ltuni","student",NA,NA,2,7,"Small City","Single",2,0,5,5,3,3,3,2,2,5,5,5,5,5,5,5,5,4,4,4,3,5,5,3,4,4,4,2,5,5,5,5,4,5,1,2,5,4,4,5,5,5,2,1,2,2,1,"yes","no",3.8,4.3,4.1,1.6,0.92,"Very High"
"Canada",24,"Male","No Kids","high","full-time",25000,NA,5,0,"Large-City","Single",2,0,3,3,3,2,2,2,1,2,1,3,5,4,4,4,3,4,1,3,1,4,4,2,2,4,4,2,4,3,3,3,3,3,3,3,5,3,3,3,4,4,3,3,4,3,2,"yes","yes",2.6,2.8,3.2,3,0.92,"Very High"
"Canada",28,"Female","No Kids","deg","student",NA,NA,0,0,"Large-City","Single",2,0,4,5,2,2,3,2,2,2,2,3,5,4,4,3,5,3,3,2,2,5,5,2,2,3,3,2,2,3,5,2,2,5,2,2,4,3,3,4,3,3,3,3,4,4,2,"yes","yes",3.2,3.1,3,3.2,0.92,"Very High"
"Canada",16.5,"Male","No Kids","lthigh","student",10000,"na",0,0,"Medium-Sized","Single",2,0,4,4,5,3,3,3,2,4,4,4,3,4,4,4,4,2,2,3,2,2,5,3,2,4,3,2,4,3,4,2,2,4,3,2,4,3,4,4,4,4,1,2,2,2,1,"yes","yes",3.8,3.1,3.3,1.6,0.92,"Very High"
"Canada",28,"Male","No Kids","ma","full-time",25000,NA,0,1,"Large-City","Single",2,0,4,4,4,1,1,1,2,5,3,1,1,1,2,1,1,3,2,2,2,1,1,4,4,4,4,2,1,4,4,2,3,3,2,3,2,4,3,3,3,2,4,4,4,4,4,"no","no",2.8,1.9,2.9,4,0.92,"Very High"
"Canada",28,"Female","No Kids","ma","full-time",45000,NA,1,4,"Large-City","Single",2,0,5,5,5,3,3,1,5,5,1,4,2,4,4,2,4,4,5,4,1,2,4,3,5,5,1,4,4,5,5,5,5,5,2,4,4,4,4,4,5,5,3,4,5,4,5,"yes","no",4.2,3.2,4.2,4.2,0.92,"Very High"
"Chile",32.5,"Male","Yes Kids","ma","full-time",45000,"Editor",3,2,"Large-City","Married",2,1,4,3,3,2,2,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3,3,3,3,3,"yes","yes",2.8,4.1,3.9,3,0.847,"Very High"
"Chile",23,"Male","No Kids","ltuni","student",10000,"",4,6,"Small Town","Single",2,0,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,2,1,4,2,1,"yes","yes",3.8,4.2,4.2,2,0.847,"Very High"
"Chile",45,"Female","No Kids","ma","full-time",25000,"",14,0,"Village","Married",2,0,3,3,2,2,2,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,4,4,4,4,3,"no","no",2.4,2.2,2.9,3.8,0.847,"Very High"
"Chile",45,"Male","Yes Kids","dip","full-time",150000,"",9,0,"Village","Separated",NA,0,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,2,3,2,3,2,"yes","yes",3,2.5,3.2,2.4,0.847,"Very High"
"China",37.5,"Female","No Kids","ma","full-time",67500,"Director of a language program",3,9,"Large-City","Divorced",2,0,3,3,2,1,1,1,2,2,3,2,3,1,3,2,3,4,5,3,3,3,3,2,2,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,4,3,"yes","no",2,2.7,3.2,3.4,0.738,"High"
"China",67.5,"Male","Yes Kids","deg","full-time",NA,"",1,6,"Village","Divorced",5,1,2,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,4,2,2,5,2,"no","no",1.4,1.3,1.3,3,0.738,"High"
"China",23,"Female","No Kids","deg","full-time",35000,NA,0,7,"Large-City","Married",2,0,2,3,4,3,3,1,1,1,2,2,2,2,3,2,2,1,1,2,1,2,3,1,3,2,2,4,2,3,3,1,2,3,1,2,3,2,3,2,3,2,3,3,4,4,3,"yes","no",3,1.7,2.4,3.4,0.738,"High"
"China",28,"Male","Yes Kids","ma","full-time",10000,"",3,0,"Village","Married",NA,0,5,5,3,3,3,3,2,4,4,5,5,3,5,5,5,5,3,4,4,4,5,3,3,3,3,4,4,3,5,4,3,4,4,4,4,5,4,5,5,4,1,2,2,2,3,"yes","no",3.8,4.1,4,2,0.738,"High"
"China",55,"Male","No Kids","deg","retired",15000,"",0,0,"Village","Single",2,0,3,3,4,3,3,3,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,3,2,"yes","no",3.2,3.1,3.1,2.6,0.738,"High"
"China",32.5,"Male","No Kids","ma","full-time",15000,"",6,6,"Village","Single",2,0,4,4,2,2,2,1,1,4,3,3,4,2,4,3,3,2,1,4,2,2,4,1,2,5,3,1,3,2,4,1,3,4,2,2,5,3,2,4,4,3,2,3,4,3,2,"yes","yes",2.8,2.6,2.9,2.8,0.738,"High"
"China",32.5,"Male","No Kids","dip","full-time",15000,NA,3,6,"Large-City","Single",2,0,3,3,3,2,2,1,1,2,2,2,4,1,2,1,3,2,2,3,2,3,3,1,2,1,4,2,1,3,4,1,2,3,2,2,2,2,3,4,2,3,3,1,3,3,2,"yes","no",2.6,2.1,2.4,2.4,0.738,"High"
"China",25,"Male","No Kids","deg","part-time",10000,"",2,0,"Village","Single",2,0,5,5,4,5,5,2,5,5,5,5,4,5,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,3,4,5,1,5,3,3,5,5,5,4,5,5,1,1,1,1,1,"yes","yes",4.8,4.5,4.2,1,0.738,"High"
"China",32.5,"Female","No Kids","dip","full-time",45000,"",4,1,"Village","Single",2,0,3,3,3,2,2,4,1,2,4,4,4,3,5,4,4,4,4,4,1,5,5,3,3,4,5,4,5,3,5,4,5,5,3,3,4,3,4,5,5,4,3,1,2,3,2,"yes","yes",2.6,3.5,4.1,2.2,0.738,"High"
"China",28,"Female","No Kids","deg","full-time",10000,NA,4,6,"Medium-Sized","Single",2,0,2,1,2,1,1,1,1,4,2,2,1,1,3,2,2,2,2,4,2,2,3,1,3,5,3,3,1,2,3,1,3,3,1,2,2,3,2,3,3,3,3,4,4,4,4,"no","no",1.4,2.1,2.5,3.8,0.738,"High"
"China",16.5,"Female","No Kids","lthigh","student",NA,"",0,0,"Village","",2,0,5,5,5,4,4,1,3,5,3,2,4,5,5,2,4,3,3,5,4,1,5,4,4,3,4,3,3,5,5,3,4,5,2,3,5,5,4,5,5,5,2,3,2,4,1,"yes","yes",4.6,3.3,4.1,2.4,0.738,"High"
"China",28,"Male","No Kids","ma","full-time",15000,"",0,11,"Village","Single",2,0,4,4,2,2,2,3,2,4,3,3,5,4,3,3,4,1,3,3,2,4,3,3,4,3,2,3,3,3,4,2,2,3,3,3,3,3,4,3,4,3,3,3,4,3,2,"yes","no",2.8,3.1,3,3,0.738,"High"
"China",28,"Female","No Kids","ma","full-time",35000,"",1,0,"Village","Single",2,0,5,4,5,2,2,1,2,3,4,3,3,3,4,3,4,4,4,3,4,4,4,2,2,3,4,2,4,5,4,3,3,4,1,2,4,2,2,4,3,4,4,4,3,5,4,"yes","no",3.6,3.3,3.1,4,0.738,"High"
"Croatia",45,"Female","Yes Kids","deg","part-time",NA,"",10,0,"Village","Married",NA,2,4,4,4,3,2,1,1,2,1,1,1,4,4,2,3,5,1,2,1,2,4,2,1,2,3,2,3,2,4,1,4,2,2,3,3,3,3,4,3,3,2,3,4,3,5,"yes","yes",3.4,2.1,2.7,3.4,0.827,"Very High"
